work_year,job_title,job_category,,salary_in_usd,employee_residence,Experience_level,employment_type,remote_ratio,company_location,Company size
2023,Data Specialist,Data Management and Strategy,,90000,United States,SE,FT,0,United States,M
2023,Data Specialist,Data Management and Strategy,,60000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,350000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,168000,United States,SE,FT,0,United States,M
2023,Data Science Manager,Data Science and Research,,234900,United States,SE,FT,0,United States,M
2023,Data Science Manager,Data Science and Research,,113500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,385000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,245000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,255000,United States,SE,FT,0,United States,M
2023,Data Visualization Engineer,BI and Visualization,,170200,United States,SE,FT,0,United States,M
2023,Data Visualization Engineer,BI and Visualization,,83900,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,202500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,177500,United States,SE,FT,0,United States,M
2023,Data Modeller,Data Architecture and Modeling,,155000,United States,SE,FT,0,United States,L
2023,Data Modeller,Data Architecture and Modeling,,130000,United States,SE,FT,0,United States,L
2023,Data Scientist,Data Science and Research,,240000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,170200,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,83900,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,300000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,300000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,150000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,213600,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,103200,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,230000,Canada,SE,FT,0,Canada,M
2023,Data Scientist,Data Science and Research,,153000,Canada,SE,FT,0,Canada,M
2023,Data Scientist,Data Science and Research,,127500,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,250000,United States,MI,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,385000,United States,SE,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,310000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,88000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,158000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,108000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,310000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,129192,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,98432,United Kingdom,SE,FT,0,United Kingdom,M
2023,AI Engineer,Machine Learning and AI,,369120,United Kingdom,MI,FT,0,United Kingdom,M
2023,AI Engineer,Machine Learning and AI,,40680,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Architect,Data Architecture and Modeling,,306000,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,204000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,75577,Netherlands,MI,FT,0,Netherlands,M
2023,Data Engineer,Data Engineering,,18000,India,EN,FT,50,India,M
2023,Data Analyst,Data Analysis,,369120,United Kingdom,MI,FT,0,United Kingdom,M
2023,Head of Data,Leadership and Management,,270000,United States,EX,FT,0,United States,M
2023,Head of Data,Leadership and Management,,200000,United States,EX,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,204500,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,142200,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,92280,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,188600,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,111550,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,360000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,240000,United States,SE,FT,0,United States,M
2023,ETL Developer,Data Engineering,,129100,United States,SE,FT,0,United States,M
2023,ETL Developer,Data Engineering,,111400,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,242921,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,170045,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,90000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,154800,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,76300,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,178600,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,88600,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,207345,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,180300,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,205000,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,167500,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,228045,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,198300,United States,SE,FT,0,United States,M
2023,BI Developer,BI and Visualization,,100000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,78125,Latvia,MI,FT,0,Latvia,M
2023,Data Scientist,Data Science and Research,,40423,Latvia,MI,FT,0,Latvia,M
2023,Data Modeller,Data Architecture and Modeling,,140000,United States,SE,FT,0,United States,M
2023,Data Modeller,Data Architecture and Modeling,,100000,United States,SE,FT,0,United States,M
2023,Data Analytics Manager,Leadership and Management,,125000,United States,MI,FT,0,United States,M
2023,Data Analytics Manager,Leadership and Management,,120000,United States,MI,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,127000,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,99000,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,194500,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,132320,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,223602,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,143520,United States,SE,FT,0,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,,180000,United States,SE,FT,0,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,,140000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,121809,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,83667,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,103000,United States,SE,FT,0,United States,M
2023,Data Manager,Leadership and Management,,140000,United States,EX,FT,100,United States,M
2023,Data Manager,Leadership and Management,,100000,United States,EX,FT,100,United States,M
2023,Data Scientist,Data Science and Research,,296100,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,144500,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,118600,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,96800,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,100000,United States,EN,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,48585,Italy,MI,FT,0,United Kingdom,M
2023,Data Analyst,Data Analysis,,142000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,128000,United States,MI,FT,0,United States,M
2023,ETL Developer,Data Engineering,,99500,United States,SE,FT,0,United States,M
2023,ETL Developer,Data Engineering,,53300,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,172000,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,125000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,250000,United States,SE,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,245000,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,234900,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,68400,United States,SE,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,172000,United States,SE,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,125000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,139600,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,85700,United States,SE,FT,0,United States,M
2020,Azure Data Engineer,Data Engineering,,100000,Mauritius,EN,FT,0,Mauritius,S
2023,ML Engineer,Machine Learning and AI,,330000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,188000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,238000,Canada,SE,FT,0,Canada,M
2023,Data Scientist,Data Science and Research,,156000,Canada,SE,FT,0,Canada,M
2023,Data Analyst,Data Analysis,,106000,United States,SE,FT,0,United States,M
2023,Decision Scientist,Data Science and Research,,172256,United Kingdom,SE,FT,0,United Kingdom,M
2023,Decision Scientist,Data Science and Research,,123040,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,269100,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,131300,United States,SE,FT,0,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,,220000,United States,SE,FT,0,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,,150000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,73824,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,61520,United Kingdom,SE,FT,0,United Kingdom,M
2023,Research Scientist,Data Science and Research,,252990,United States,MI,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,162170,United States,MI,FT,0,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,,260000,United States,SE,FT,0,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,,235000,United States,SE,FT,0,United States,M
2023,Data Analytics Manager,Leadership and Management,,190000,United States,SE,FT,0,United States,M
2023,Data Analytics Manager,Leadership and Management,,145000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,212800,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,111600,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,130000,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,194521,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,176838,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,200000,United States,EX,FT,100,United States,M
2023,Analytics Engineer,Leadership and Management,,170000,United States,EX,FT,100,United States,M
2023,Data Scientist,Data Science and Research,,191765,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,134236,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,198800,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,90700,United States,SE,FT,0,United States,M
2023,BI Developer,BI and Visualization,,154800,United States,MI,FT,0,United States,M
2023,BI Developer,BI and Visualization,,76300,United States,MI,FT,0,United States,M
2023,Data Lead,Leadership and Management,,130000,United States,MI,FT,0,United States,M
2023,Data Lead,Leadership and Management,,115000,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,42107,Germany,MI,FT,50,Germany,M
2023,ML Engineer,Machine Learning and AI,,200000,United States,MI,FT,0,United States,M
2023,Data Manager,Leadership and Management,,115500,United States,MI,FT,0,United States,M
2023,Data Manager,Leadership and Management,,73500,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,179000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,109000,United States,SE,FT,0,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,,221000,United States,SE,FT,0,United States,M
2023,Machine Learning Infrastructure Engineer,Machine Learning and AI,,180000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,233300,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,155500,United States,SE,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,306000,United States,SE,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,180000,United States,SE,FT,0,United States,M
2023,Applied Scientist,Data Science and Research,,212800,United States,SE,FT,0,United States,L
2023,Applied Scientist,Data Science and Research,,115100,United States,SE,FT,0,United States,L
2023,Data Analyst,Data Analysis,,117500,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,86720,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,90000,United States,EX,FT,0,United States,M
2023,Data Analyst,Data Analysis,,70000,United States,EX,FT,0,United States,M
2023,BI Developer,BI and Visualization,,135000,United States,SE,FT,0,United States,M
2023,BI Developer,BI and Visualization,,110000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,175000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,208450,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,151600,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,324000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,159000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,155000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,223250,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,156275,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,220000,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,245000,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,185000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,67500,United States,MI,FT,0,United States,M
2023,Data Analyst,Data Analysis,,46500,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,270000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,232200,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,43187,Poland,MI,FT,0,Poland,L
2023,Data Analyst,Data Analysis,,78000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,370000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,178200,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,115000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,204000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,143000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,95000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,156400,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,168000,Canada,SE,FT,0,Canada,M
2023,Data Analyst,Data Analysis,,112000,Canada,SE,FT,0,Canada,M
2023,Data Scientist,Data Science and Research,,253430,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,212780,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,265800,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,165500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,193000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,134000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,180000,United States,SE,FT,0,United States,M
2023,AI Engineer,Machine Learning and AI,,150000,United States,SE,FT,0,United States,M
2023,Data Developer,Leadership and Management,,120681,United States,MI,FT,0,United States,M
2023,Data Developer,Leadership and Management,,72409,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,139750,United States,SE,FT,0,United States,M
2023,AI Developer,Machine Learning and AI,,260000,United States,SE,FT,0,United States,M
2023,AI Developer,Machine Learning and AI,,192000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,272290,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,169374,United States,SE,FT,0,United States,M
2023,Principal Data Scientist,Data Science and Research,,195000,United States,SE,FT,0,United States,L
2023,Data Science Lead,Data Science and Research,,204500,United States,SE,FT,0,United States,M
2023,Data Science Lead,Data Science and Research,,142200,United States,SE,FT,0,United States,M
2023,Business Data Analyst,Data Analysis,,17000,Armenia,MI,FT,0,Russia,L
2023,Data Engineer,Data Engineering,,181500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,112200,United States,SE,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,150000,United States,MI,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,100000,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,250500,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,166600,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,247500,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,172200,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,223290,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,131310,United States,SE,FT,0,United States,M
2020,Staff Data Analyst,Data Analysis,,44753,Canada,EN,CT,50,Canada,L
2023,AI Engineer,Machine Learning and AI,,35000,Croatia,EN,FT,0,Germany,M
2023,AI Developer,Machine Learning and AI,,53984,Italy,SE,FT,0,Italy,S
2023,Machine Learning Scientist,Machine Learning and AI,,204500,Canada,SE,FT,0,Canada,M
2023,Machine Learning Scientist,Machine Learning and AI,,142200,Canada,SE,FT,0,Canada,M
2023,Research Scientist,Data Science and Research,,220000,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,140000,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,135960,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,70960,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,128750,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,86250,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,110736,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,92280,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Analyst,Data Analysis,,185100,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,133300,United States,SE,FT,0,United States,M
2023,Research Engineer,Data Science and Research,,150000,United States,SE,FT,0,United States,M
2023,AI Developer,Machine Learning and AI,,130000,United States,EN,FT,0,United States,L
2023,Data Analyst,Data Analysis,,73824,United Kingdom,SE,FT,0,United Kingdom,M
2023,Data Analyst,Data Analysis,,61520,United Kingdom,SE,FT,0,United Kingdom,M
2023,ML Engineer,Machine Learning and AI,,85000,United States,MI,FT,0,United States,M
2023,Data Manager,Leadership and Management,,80000,United States,MI,FT,0,United States,M
2023,Data Manager,Leadership and Management,,70000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,260000,United States,SE,FT,0,United States,M
2023,Data Manager,Leadership and Management,,105000,United States,SE,FT,0,United States,M
2023,Data Manager,Leadership and Management,,80000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,150000,Canada,SE,FT,0,Canada,M
2023,ML Engineer,Machine Learning and AI,,95000,Canada,SE,FT,0,Canada,M
2023,Data Engineer,Data Engineering,,204750,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,153550,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,141000,United States,SE,FT,0,United States,M
2023,Research Scientist,Data Science and Research,,120000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,207611,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,127876,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,170000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,144500,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,255360,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,212800,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,106400,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,81800,United States,SE,FT,0,United States,M
2023,Data Developer,Leadership and Management,,130000,United States,MI,FT,0,United States,M
2023,Data Developer,Leadership and Management,,69139,United States,MI,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,100631,Canada,MI,FT,0,Canada,M
2023,Business Intelligence Analyst,BI and Visualization,,80505,Canada,MI,FT,0,Canada,M
2023,Data Infrastructure Engineer,Data Engineering,,300105,United States,SE,FT,0,United States,M
2023,Data Infrastructure Engineer,Data Engineering,,151090,United States,SE,FT,0,United States,M
2023,Machine Learning Software Engineer,Machine Learning and AI,,217600,United States,MI,FT,0,United States,M
2023,Machine Learning Software Engineer,Machine Learning and AI,,145000,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,79976,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Engineer,Data Engineering,,129000,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,185000,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,50000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,108000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,59500,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,173400,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,215000,United States,SE,FT,0,United States,M
2023,Data Architect,Data Architecture and Modeling,,153000,United States,SE,FT,0,United States,M
2023,Machine Learning Scientist,Machine Learning and AI,,210398,United Kingdom,SE,FT,0,United Kingdom,M
2023,Machine Learning Scientist,Machine Learning and AI,,147648,United Kingdom,SE,FT,0,United Kingdom,M
2023,Machine Learning Operations Engineer,Machine Learning and AI,,60000,Thailand,SE,FT,0,United States,L
2023,AI Scientist,Machine Learning and AI,,54000,South Korea,MI,FT,0,South Korea,S
2023,Data Engineer,Data Engineering,,202000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,132000,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,73824,United Kingdom,MI,FT,0,United Kingdom,M
2023,AI Research Engineer,Data Science and Research,,81206,United Kingdom,MI,FT,0,United Kingdom,M
2023,Head of Machine Learning,Machine Learning and AI,,330000,United States,EX,FT,100,United States,M
2023,Head of Machine Learning,Machine Learning and AI,,188000,United States,EX,FT,100,United States,M
2023,BI Analyst,BI and Visualization,,110000,United States,MI,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,190000,United States,SE,FT,0,United States,M
2023,Machine Learning Researcher,Machine Learning and AI,,170000,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,150000,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,125000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,105000,United States,SE,FT,0,United States,M
2023,Data Specialist,Data Management and Strategy,,73000,United States,MI,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,135000,United States,MI,FT,0,United States,M
2023,Head of Data,Leadership and Management,,329500,United States,EX,FT,0,United States,M
2023,Head of Data,Leadership and Management,,269600,United States,EX,FT,0,United States,M
2023,Business Intelligence Engineer,BI and Visualization,,156400,United States,SE,FT,0,United States,M
2023,Data Science Lead,Data Science and Research,,185900,United States,MI,FT,0,United States,M
2023,Data Science Lead,Data Science and Research,,129300,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,146000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,97000,United States,MI,FT,0,United States,M
2023,Data Engineer,Data Engineering,,147100,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,90700,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,257000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,197000,United States,SE,FT,0,United States,M
2023,Business Intelligence Engineer,BI and Visualization,,120000,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,84800,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,135344,United Kingdom,MI,FT,0,United Kingdom,M
2023,Data Scientist,Data Science and Research,,98432,United Kingdom,MI,FT,0,United Kingdom,M
2023,Head of Data,Leadership and Management,,246080,United Kingdom,EX,FT,100,United Kingdom,M
2023,Head of Data,Leadership and Management,,184560,United Kingdom,EX,FT,100,United Kingdom,M
2023,Data Analyst,Data Analysis,,53120,Estonia,MI,FT,0,Estonia,M
2023,Data Analyst,Data Analysis,,33686,Estonia,MI,FT,0,Estonia,M
2023,Data Engineer,Data Engineering,,260000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,340000,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,213600,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,142400,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,207900,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,158400,United States,SE,FT,0,United States,M
2023,Data Infrastructure Engineer,Data Engineering,,385000,United States,SE,FT,0,United States,M
2023,Data Infrastructure Engineer,Data Engineering,,200000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,241300,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,211949,United States,SE,FT,0,United States,M
2023,Data Strategy Manager,Data Management and Strategy,,115000,United States,SE,FT,0,United States,M
2023,Data Strategy Manager,Data Management and Strategy,,90000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,172200,United States,MI,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,131200,United States,MI,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,123800,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,142500,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,34924,Turkey,EN,FT,0,Poland,M
2023,ML Engineer,Machine Learning and AI,,204000,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,180000,United States,EX,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,160000,United States,EX,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,193600,United States,SE,FT,0,United States,M
2023,Business Intelligence Analyst,BI and Visualization,,130838,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,225500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,139400,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,328133,United States,SE,FT,0,United States,M
2023,ML Engineer,Machine Learning and AI,,218755,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,250830,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,143370,United States,SE,FT,0,United States,M
2023,Analytics Engineer,Leadership and Management,,260000,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,203500,United States,SE,FT,0,United States,M
2023,Data Scientist,Data Science and Research,,166500,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,148350,United States,SE,FT,0,United States,M
2023,Research Analyst,Data Science and Research,,87400,United States,SE,FT,0,United States,M
2023,Data Science Consultant,Data Science and Research,,157550,United States,SE,FT,0,United States,M
2023,Data Science Consultant,Data Science and Research,,104650,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,139500,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,118575,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,129150,United States,SE,FT,0,United States,M
2023,Data Analyst,Data Analysis,,98400,United States,SE,FT,0,United States,M
2023,Data Engineer,Data Engineering,,67672,United Kingdom,MI,FT,0,United Kingdom,M
